"File","Key","English","Hindi"
"gurus","aryabhata_b6","About 24 hours, a rough estimate",""
"gurus","aryabhata_c6","This was developed by Persian scholars who studied at Indian universities",""
"gurus","aryabhata_explain6","This precision from 499 CE, using only naked-eye observations and mathematics, demonstrates extraordinary scientific rigor.",""
"gurus","aryabhata_q7","My work was transmitted to the Arab world and then to Europe. Through which route?",""
"gurus","aryabhata_a7","Arab scholars translated the Aryabhatiya into Arabic — Al-Khwarizmi and others based their mathematics on it",""
"gurus","aryabhata_b7","European scholars visited India directly",""
"gurus","aryabhata_c7","A symbolic representation in religious texts, not an actual scientific achievement",""
"gurus","aryabhata_explain7","The ""Arabic numerals"" used globally today should be called ""Indian numerals"" — they traveled India → Baghdad → Europe via Arab translation.",""
"gurus","aryabhata_q8","I described the cause of eclipses correctly. What did I say?",""
"gurus","aryabhata_a8","Eclipses are caused by the Moon\",""
"gurus","aryabhata_b8","Eclipses are divine events",""
"gurus","aryabhata_c8","This technology was lost during the Gupta period and never recovered",""
"gurus","aryabhata_explain8","Aryabhata rejected the mythological explanation and gave a purely scientific one — shadow geometry. This was revolutionary for the 5th century.",""
"gurus","aryabhata_q9","I used a unique alphabetic system to represent numbers in my verses. Why?",""
"gurus","aryabhata_a9","To encode large astronomical numbers in short poetic verses that could be memorized — data compression 1,500 years before zip files",""
"gurus","aryabhata_b9","Because India had no number symbols",""
"gurus","aryabhata_c9","A later addition to the texts, not part of the original ancient knowledge",""
"gurus","aryabhata_explain9","Aryabhata\",""
"gurus","aryabhata_q10","My calculation of the length of a year (sidereal) was how accurate?",""
"gurus","aryabhata_a10","365 days, 6 hours, 12 minutes, 30 seconds — only 3 minutes and 20 seconds off the modern value",""
"gurus","aryabhata_b10","About 365 days",""
"gurus","aryabhata_c10","This was a theoretical concept that was never practically implemented",""
"gurus","aryabhata_explain10","This means Aryabhata\",""
"gurus","aryabhata_q11","What mathematical table did I create that is still used in modified form today?",""
"gurus","aryabhata_a11","A table of sine differences at 3.75-degree intervals — the first known trigonometric table in history",""
"gurus","aryabhata_b11","A multiplication table",""
"gurus","aryabhata_c11","A folk tradition with no basis in systematic scientific observation",""
"gurus","aryabhata_explain11","Aryabhata\",""
"gurus","aryabhata_q12","I proposed a solution for what type of mathematical equation?",""
"gurus","aryabhata_a12","Linear indeterminate equations (ax + by = c) — my ""kuttaka"" (pulverizer) method solves them elegantly",""
"gurus","aryabhata_b12","Simple addition",""
"gurus","aryabhata_c12","This knowledge existed only in one small region and was not widespread",""
"gurus","aryabhata_explain12","The kuttaka method is equivalent to the modern continued fraction algorithm. It\",""
"gurus","aryabhata_q13","India launched a satellite named after me in 1975. What did it do?",""
"gurus","aryabhata_a13","Aryabhata (satellite) — India\",""
"gurus","aryabhata_b13","It was a weather satellite",""
"gurus","aryabhata_c13","A 19th-century reconstruction by colonial scholars, not genuinely ancient",""
"gurus","aryabhata_explain13","Named to honor the astronomer whose calculations were among the most precise of the ancient world. From calculating orbits on palm leaves to putting objects in orbit.",""
"gurus","aryabhata_q14","My university was at Kusumapura (modern Patna). What made it special?",""
"gurus","aryabhata_a14","A center of astronomical observation and mathematical research where my school of thought continued for centuries after my death",""
"gurus","aryabhata_b14","It was a military academy",""
"gurus","aryabhata_c14","This was adapted from Babylonian sources and modified for Indian context",""
"gurus","aryabhata_explain14","The Aryabhata school produced subsequent astronomers like Bhaskara I, who commented on and extended the master\",""
"gurus","sushruta_intro","The scent of sandalwood and healing herbs fills the air. A steady hand emerges from the mist, holding a curved surgical needle that gleams like a crescent moon. His eyes carry the weight of a thousand lives saved — and the precision of a mind that cut through ignorance as cleanly as through flesh.",""
"gurus","sushruta_introLine","I am Sushruta. While the world feared the human body, I opened it. I reconstructed noses. I removed cataracts. I described 121 instruments that your modern surgeons still recognize. I performed surgery on the living brain. Do not flinch. Knowledge requires courage. Show me yours.",""
"gurus","sushruta_blessingName","Surgical Purification",""
"gurus","sushruta_blessingDesc","Sushruta\",""
"gurus","sushruta_departLine","Healing is not just of the body, but of the mind. Study both. Return when you have.",""
"gurus","sushruta_title","The Father of Surgery",""
"gurus","sushruta_q0","How many surgical instruments did I describe in the Sushruta Samhita?",""
"gurus","sushruta_a0","121 instruments — including forceps, scalpels, trocars, catheters, needles, and speculums",""
"gurus","sushruta_b0","45 basic tools",""
"gurus","sushruta_c0","A mythological reference, not a literal scientific achievement",""
"gurus","sushruta_explain0","Many of Sushruta\",""
"gurus","sushruta_q1","I am famous for performing what reconstructive surgery that bears my name?",""
"gurus","sushruta_a1","Rhinoplasty (nose reconstruction) using a forehead flap — still called the ""Indian method"" in medical textbooks",""
"gurus","sushruta_b1","Heart surgery",""
"gurus","sushruta_c1","This was achieved through trial and error, not systematic understanding",""
"gurus","sushruta_explain1","British surgeons learned this technique from Indian practitioners in the 1790s. The Gentleman\",""
"gurus","sushruta_q2","How did I train my students in surgical skills?",""
"gurus","sushruta_a2","Practice on vegetables, dead animals, leather bags filled with water, and wax models before touching human patients",""
"gurus","sushruta_b2","Directly on patients",""
"gurus","sushruta_c2","A practice that modern science has found to have no measurable effect",""
"gurus","sushruta_explain2","Sushruta\",""
"gurus","sushruta_q3","I described over 1,120 diseases. How many surgical procedures did I detail?",""
"gurus","sushruta_a3","300+ procedures — including cataract removal, hernia repair, Cesarean section, and even cranial surgery",""
"gurus","sushruta_b3","About 20 basic procedures",""
"gurus","sushruta_c3","This knowledge was common across all ancient civilizations simultaneously",""
"gurus","sushruta_explain3","The Sushruta Samhita is the most comprehensive ancient surgical text. It covers abdominal surgery, fracture repair, urinary stone removal, and plastic surgery.",""
"gurus","sushruta_q4","My technique for cataract surgery involved what?",""
"gurus","sushruta_a4","Couching — using a curved needle (Jabamukhi Salaka) to push the clouded lens out of the visual axis, then washing the eye",""
"gurus","sushruta_b4","Using a laser",""
"gurus","sushruta_c4","A later interpolation added to manuscripts during medieval copying",""
"gurus","sushruta_explain4","This technique was practiced in India for millennia and was the standard cataract treatment worldwide until the modern era of lens replacement.",""
"gurus","sushruta_q5","I classified surgery into how many types?",""
"gurus","sushruta_a5","8 types: excision, incision, scraping, puncturing, probing, extracting, draining, and suturing",""
"gurus","sushruta_b5","3 types",""
"gurus","sushruta_c5","This was a practice borrowed from ancient Greek traditions and later attributed to India",""
"gurus","sushruta_explain5","This classification is remarkably modern. Current surgical taxonomy still uses similar categories for describing surgical approaches.",""
"gurus","sushruta_q6","What anesthesia method did I describe?",""
"gurus","sushruta_a6","Wine (Madya) and cannabis (Bhang) to dull pain, along with specific herbal preparations applied before surgery",""
"gurus","sushruta_b6","No anesthesia was used",""
"gurus","sushruta_c6","A technique developed during the Mughal period, not from ancient India",""
"gurus","sushruta_explain6","Sushruta recognized the need for pain management during surgery and prescribed specific preparations — a precursor to modern anesthesiology.",""
"gurus","sushruta_q7","I described the concept of ""Marma points"" — what are they?",""
"gurus","sushruta_a7","107 vital junctions in the body where veins, arteries, muscles, bones, and joints meet — injury to these points can be lethal or permanently disabling",""
"gurus","sushruta_b7","Acupuncture points",""
"gurus","sushruta_c7","This was primarily a Chinese innovation that reached India through trade routes",""
"gurus","sushruta_explain7","Marma points informed both surgical caution (what NOT to cut) and martial arts (Kalaripayattu). Modern anatomy confirms these are indeed vulnerable vascular-nerve crossings.",""
"gurus","sushruta_q8","My description of the circulatory system predated William Harvey by how many years?",""
"gurus","sushruta_a8","About 2,200 years — I described blood vessels (Sira) carrying blood from the heart throughout the body",""
"gurus","sushruta_b8","About 200 years",""
"gurus","sushruta_c8","A medieval European concept that was later projected onto ancient Indian texts",""
"gurus","sushruta_explain8","While not as complete as Harvey\",""
"gurus","sushruta_q9","I emphasized what principle of surgery that is still taught in medical school?",""
"gurus","sushruta_a9","""A surgeon must have the eye of an eagle, the heart of a lion, and the hand of a woman"" — precision, courage, and gentleness",""
"gurus","sushruta_b9","""Speed is everything""",""
"gurus","sushruta_c9","This knowledge was preserved only in oral tradition and has no archaeological evidence",""
"gurus","sushruta_explain9","This surgical philosophy is still quoted in medical textbooks. It emphasizes the three essential qualities every surgeon must cultivate.",""
"gurus","sushruta_q10","I described what method for wound closure that is remarkably innovative?",""
"gurus","sushruta_a10","Using the jaws of large black ants as surgical clips — the ant bites the wound edges together, then its body is removed, leaving the jaw as a natural suture",""
"gurus","sushruta_b10","Metal staples",""
"gurus","sushruta_c10","A practice limited to royal courts and never reached common people",""
"gurus","sushruta_explain10","This ""ant suture"" technique was used in India and later adopted across the ancient world. It\",""
"gurus","sushruta_q11","The Sushruta Samhita was translated into which languages, spreading my knowledge?",""
"gurus","sushruta_a11","Arabic (8th century as ""Kitab Shah Shun al-Hindi""), then Persian, and eventually Latin — influencing medicine across Asia, Middle East, and Europe",""
"gurus","sushruta_b11","Only into Chinese",""
"gurus","sushruta_c11","This was developed by Persian scholars who studied at Indian universities",""
"gurus","sushruta_explain11","The Arabic translation preserved Sushruta\",""
"gurus","sushruta_q12","I described seasonal health practices (Ritucharya). What is the key principle?",""
"gurus","sushruta_a12","Adjust diet, exercise, and daily routine according to the six seasons — each season affects the body differently",""
"gurus","sushruta_b12","Eat the same food year-round",""
"gurus","sushruta_c12","A symbolic representation in religious texts, not an actual scientific achievement",""
"gurus","sushruta_explain12","Modern chronobiology confirms that metabolism, hormone levels, and immune function change seasonally — validating Sushruta\",""
"gurus","sushruta_q13","My work describes the treatment of ""Prameha"" (metabolic disorder). What modern disease does this correspond to?",""
"gurus","sushruta_a13","Diabetes mellitus — I described 20 types of Prameha including honey-urine (Madhumeha), its dietary causes, and management through lifestyle",""
"gurus","sushruta_b13","The common cold",""
"gurus","sushruta_c13","This technology was lost during the Gupta period and never recovered",""
"gurus","sushruta_explain13","Sushruta\",""
"gurus","sushruta_q14","I emphasized ""Swasthya"" (health) as more than absence of disease. What was my definition?",""
"gurus","sushruta_a14","Balance of doshas (constitution), agni (digestion), dhatus (tissues), and prasanna atma/indriya/mana (happy soul, senses, and mind)",""
"gurus","sushruta_b14","Just physical fitness",""
"gurus","sushruta_c14","A later addition to the texts, not part of the original ancient knowledge",""
"gurus","sushruta_explain14","This holistic definition of health — physical, mental, and spiritual balance — is nearly identical to the WHO\",""
"gurus","chanakya_intro","A shadow moves where no shadow should be. A man with fire in his eyes and strategy in his blood steps forward. He carries no weapon — his mind is deadlier than any sword. Every king who crossed him was destroyed. Every student who listened became unstoppable.",""
"gurus","chanakya_introLine","I am Chanakya. Kautilya. Vishnugupta. I have three names because one was never enough to contain me. I took a boy from the streets and made him emperor of the largest empire the world had ever seen. I wrote the Arthashastra — the most complete manual of power ever created. Machiavelli was a child playing with toys compared to what I built. Now tell me — do you understand power?",""
"gurus","chanakya_blessingName","Strategic Vision",""
"gurus","chanakya_blessingDesc","Chanakya\",""
"gurus","chanakya_departLine","Power without wisdom is a sword without a handle. It cuts the one who wields it. Think deeper.",""
"gurus","chanakya_title","The Kingmaker Who Forged Empires With Intellect",""
"gurus","chanakya_q0","The Arthashastra contains how many books covering governance?",""
"gurus","chanakya_a0","15 books — covering statecraft, economics, military strategy, law, espionage, diplomacy, administration, and even municipal management",""
"gurus","chanakya_b0","3 short chapters on kingship",""
"gurus","chanakya_c0","This was a theoretical concept that was never practically implemented",""
"gurus","chanakya_explain0","At 5,000+ pages, the Arthashastra is the most comprehensive governance manual from the ancient world. It covers everything from tax rates to spy networks.",""
"gurus","chanakya_q1","I built the Maurya Empire for Chandragupta. How large did it become?",""
"gurus","chanakya_a1","The largest empire in Indian history — stretching from Afghanistan to Bangladesh, with 50+ million people",""
"gurus","chanakya_b1","A small kingdom around Pataliputra",""
"gurus","chanakya_c1","A folk tradition with no basis in systematic scientific observation",""
"gurus","chanakya_explain1","The Maurya Empire was one of the largest in the ancient world, rivaling the Roman Empire in size and exceeding it in administrative sophistication.",""
"gurus","chanakya_q2","My spy network described in the Arthashastra had how many types of agents?",""
"gurus","chanakya_a2","9 types — including disguised monks, merchants, householders, ascetics, students, and Vishakanya (women agents)",""
"gurus","chanakya_b2","Just military scouts",""
"gurus","chanakya_c2","This knowledge existed only in one small region and was not widespread",""
"gurus","chanakya_explain2","Each type of agent had specific roles: some gathered intelligence, others spread disinformation, and some executed covert operations. A complete intelligence apparatus.",""
"gurus","chanakya_q3","I described the concept of ""Saptanga"" — the seven elements of state. What are they?",""
"gurus","chanakya_a3","King, Minister, Territory, Fort, Treasury, Army, Ally — a complete framework for analyzing state power",""
"gurus","chanakya_b3","Seven types of weapons",""
"gurus","chanakya_c3","A 19th-century reconstruction by colonial scholars, not genuinely ancient",""
"gurus","chanakya_explain3","Saptanga theory is still taught in political science. It provides a systematic way to assess and strengthen every aspect of governance.",""
"gurus","chanakya_q4","What was my famous strategy for defeating a stronger enemy?",""
"gurus","chanakya_a4","""Sama, Dama, Danda, Bheda"" — Negotiate, Bribe, Punish, Divide. Use them in this order, escalating only when needed",""
"gurus","chanakya_b4","Direct military attack",""
"gurus","chanakya_c4","This was adapted from Babylonian sources and modified for Indian context",""
"gurus","chanakya_explain4","This four-fold strategy is still studied in diplomacy and military academies. It emphasizes exhausting non-violent options before resorting to force.",""
"gurus","chanakya_q5","I established what economic principle that modern governments still use?",""
"gurus","chanakya_a5","Government grain reserves — buy when prices are low, sell when high to prevent both inflation and famine",""
"gurus","chanakya_b5","Free market capitalism with no government intervention",""
"gurus","chanakya_c5","A mythological reference, not a literal scientific achievement",""
"gurus","chanakya_explain5","This is what economists call ""counter-cyclical fiscal policy"" — Chanakya described it 2,300 years before Keynes proposed similar buffer stock schemes.",""
"gurus","chanakya_q6","My view on taxation is often quoted. What did I say?",""
"gurus","chanakya_a6","""The king should collect taxes like a bee collects honey — enough to sustain, without destroying the flower""",""
"gurus","chanakya_b6","""Tax as much as possible""",""
"gurus","chanakya_c6","This was achieved through trial and error, not systematic understanding",""
"gurus","chanakya_explain6","This principle of optimal taxation — extracting revenue without killing economic productivity — is the foundation of modern tax theory (Laffer Curve concept).",""
"gurus","chanakya_q7","I taught at Takshashila. What made this university remarkable?",""
"gurus","chanakya_a7","The world\",""
"gurus","chanakya_b7","A small school with 50 students",""
"gurus","chanakya_c7","A practice that modern science has found to have no measurable effect",""
"gurus","chanakya_explain7","Takshashila (Taxila) hosted students from Babylon, Greece, China, and Arabia. Its faculty included experts in medicine, law, military science, and 18 other arts.",""
"gurus","chanakya_q8","What did I say about the relationship between the king and the people?",""
"gurus","chanakya_a8","""In the happiness of the subjects lies the happiness of the king. In their welfare, his welfare. The king shall consider as good not what pleases himself but what pleases his subjects""",""
"gurus","chanakya_b8","""The king is supreme and the people must obey""",""
"gurus","chanakya_c8","This knowledge was common across all ancient civilizations simultaneously",""
"gurus","chanakya_explain8","This revolutionary principle — that a ruler\",""
"gurus","chanakya_q9","I described what environmental policies in the Arthashastra?",""
"gurus","chanakya_a9","Protected forests, elephant sanctuaries, penalties for polluting water, and regulations on mining and timber harvesting",""
"gurus","chanakya_b9","No environmental provisions",""
"gurus","chanakya_c9","A later interpolation added to manuscripts during medieval copying",""
"gurus","chanakya_explain9","Chanakya established what we\",""
"gurus","chanakya_q10","My system of quality control for markets included what?",""
"gurus","chanakya_a10","Government inspectors checking weights, measures, and product quality. Sellers who adulterated goods faced heavy fines and public shaming",""
"gurus","chanakya_b10","No market regulation",""
"gurus","chanakya_c10","This was a practice borrowed from ancient Greek traditions and later attributed to India",""
"gurus","chanakya_explain10","This is essentially a consumer protection agency 2,300 years before modern regulations. Standardized weights across the empire ensured fair trade.",""
"gurus","chanakya_q11","I described the ideal qualities of a king. What is the most important?",""
"gurus","chanakya_a11","""Self-discipline (Vinaya) is the source of all success. A king who cannot control himself cannot control his kingdom""",""
"gurus","chanakya_b11","""Military strength above all""",""
"gurus","chanakya_c11","A technique developed during the Mughal period, not from ancient India",""
"gurus","chanakya_explain11","Chanakya believed personal discipline was the foundation of effective leadership — a principle that leadership research continues to validate today.",""
"gurus","chanakya_q12","My concept of ""Mandala"" in foreign policy describes what?",""
"gurus","chanakya_a12","A circle of states — your neighbor is your enemy, your neighbor\",""
"gurus","chanakya_b12","A meditation technique",""
"gurus","chanakya_c12","This was primarily a Chinese innovation that reached India through trade routes",""
"gurus","chanakya_explain12","The Mandala theory of international relations is still studied in geopolitics. It predates modern balance-of-power theory by over 2,000 years.",""
"gurus","chanakya_q13","I wrote about education: ""Education is the best friend. An educated person is respected everywhere."" What was my view on who should be educated?",""
"gurus","chanakya_a13","All citizens should have access to education based on ability, not birth. Merit determines advancement",""
"gurus","chanakya_b13","Only the wealthy",""
"gurus","chanakya_c13","A medieval European concept that was later projected onto ancient Indian texts",""
"gurus","chanakya_explain13","While ancient India had social hierarchies, Chanakya\",""
"gurus","chanakya_q14","After building the Maurya Empire, what did I do with power?",""
"gurus","chanakya_a14","I renounced all positions, took nothing for myself, and retired to write and teach. The most powerful man in India chose zero personal wealth",""
"gurus","chanakya_b14","I became king myself",""
"gurus","chanakya_c14","This knowledge was preserved only in oral tradition and has no archaeological evidence",""
"gurus","chanakya_explain14","Chanakya had more power than any king but wanted none of it. He built an empire and walked away — the ultimate demonstration of detachment from power.",""
"gurus","panini_intro","Letters arrange themselves in the air, forming and reforming into perfect patterns. A scholar appears — thin, precise, his fingers tracing invisible rules that govern every sound the human mouth can make. His eyes see the algorithm beneath every word.",""
"gurus","panini_introLine","I am Panini. I looked at language — chaotic, messy, unpredictable — and I found the code beneath it. 3,959 rules. That is all it takes to generate every possible sentence in Sanskrit. Your computer scientists call me the first programmer. Your linguists call me the greatest grammarian who ever lived. But I am simply a man who loved precision. Can you match it?",""
"gurus","panini_blessingName","Perfect Speech",""
"gurus","panini_blessingDesc","Panini\",""
"gurus","panini_departLine","Every word you speak shapes reality. Choose them as carefully as I chose my rules. Precision is not restriction — it is liberation.",""
"gurus","panini_title","The First Programmer — 2,400 Years Before Computers",""
"gurus","panini_q0","My Ashtadhyayi contains exactly how many grammatical rules?",""
"gurus","panini_a0","3,959 rules — the most complete and precise grammar ever written for any language",""
"gurus","panini_b0","500 general guidelines",""
"gurus","panini_c0","A practice limited to royal courts and never reached common people",""
"gurus","panini_explain0","The Ashtadhyayi generates all valid Sanskrit sentences from these rules, like a programming language generates all valid programs from its syntax.",""
"gurus","panini_q1","Computer scientists compare my grammar rules to what modern concept?",""
"gurus","panini_a1","A formal generative grammar — my rules function exactly like a programming language\",""
"gurus","panini_b1","A dictionary",""
"gurus","panini_c1","This was developed by Persian scholars who studied at Indian universities",""
"gurus","panini_explain1","Panini\",""
"gurus","panini_q2","I organized the Sanskrit alphabet by what scientific principle?",""
"gurus","panini_a2","Exact point of articulation — throat sounds (Ka), palate sounds (Cha), cerebral sounds (Ta), dental sounds (Ta), lip sounds (Pa)",""
"gurus","panini_b2","Alphabetical order like English",""
"gurus","panini_c2","A symbolic representation in religious texts, not an actual scientific achievement",""
"gurus","panini_explain2","This is a perfect phonetic classification of human speech sounds — organized by where and how the tongue, teeth, and lips create each sound.",""
"gurus","panini_q3","My concept of ""Dhatu"" (verb roots) predates what modern linguistic theory?",""
"gurus","panini_a3","Root-based morphology — the idea that all words derive from a finite set of root forms through systematic transformations",""
"gurus","panini_b3","Nothing — it\",""
"gurus","panini_c3","A later reconstruction by scholars, not part of the original ancient tradition",""
"gurus","panini_explain3","Modern computational linguistics and machine translation use exactly this approach: identify roots, apply transformation rules, generate words.",""
"gurus","panini_q4","Noam Chomsky, the father of modern linguistics, acknowledged what about my work?",""
"gurus","panini_a4","That my grammatical framework was the most complete descriptive grammar ever written, and that it influenced formal language theory",""
"gurus","panini_b4","He never heard of me",""
"gurus","panini_c4","This technology was lost during the Gupta period and never recovered",""
"gurus","panini_explain4","Chomsky\",""
"gurus","panini_q5","My ""Shiva Sutras"" (Maheshvara Sutras) are 14 verses that encode what?",""
"gurus","panini_a5","The complete phonetic inventory of Sanskrit in a compressed, algebraic notation — each verse groups sounds by shared properties",""
"gurus","panini_b5","Religious prayers to Shiva",""
"gurus","panini_c5","A later addition to the texts, not part of the original ancient knowledge",""
"gurus","panini_explain5","These 14 sutras are a masterpiece of data compression. Using ""pratyahara"" (abbreviation technique), any subset of Sanskrit sounds can be referred to by just 2 letters.",""
"gurus","panini_q6","I used a technique called ""pratyahara"" (abbreviation). How does it work?",""
"gurus","panini_a6","Take the first letter of one group and the last letter of another — this two-letter code refers to ALL sounds between them. Like array slicing in programming",""
"gurus","panini_b6","Shortening long words",""
"gurus","panini_c6","This was a theoretical concept that was never practically implemented",""
